id,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude_JGE,Reason_ID_JGE,Exclude_MS,Reason_ID_MS,Exclude_GC,Reason_ID_GC,Review_GC,Comments_GC,Exclude_FINAL,Reason_ID_FINAL
310,2019,"Zykute, D.","Zykute, D; Zykus, R",Journal Of Digestive Endoscopy,,Web of Science,10.1055/s-0040-1709311,,A Chestnut-A Difficult Challenge For An Endoscopist,"True Foreign Bodies Are A Frequent Problem In Mentally Disabled Adults And Since Ingestion Is Usually Intentional, Retrieval Can Be Difficult Due To Unusual, Previously In Practice Not Encountered Objects. This Case Illustrates The Laborious Effort Of Removing An Esophageal Foreign Body (Fb), A Chestnut, In A Mentally Disabled Adult.",,False,,,,,,,,False,
311,2019,"Thapa, N.","Thapa, Niresh; Basnyat, Subi; Maharjan, Muna",Jnma; Journal Of The Nepal Medical Association,,PubMed,10.31729/jnma.4055,,"Ingestion Of Bell Clappers By A Shaman In Jumla, Nepal: A Case Report","Accidental Foreign Body Ingestion Is A Common Problem Encountered In Emergency. Deliberate Foreign Body Ingestion May Result Due To An Act Of Insanity Or An Act  Of Daring. A Shaman Locally Known As Dhami Was Brought To Emergency With The  History Of Ingestion Of Bell Clappers. He Denied The History Of Psychiatric  Illness Or Substance Abuse. On Physical Examination, There Were Signs Of  Peritonitis. Laparotomy Was Done To Remove The Foreign Bodies. Post-Operative  Period Was Uneventful. Apart From The Surgical Intervention, Psychological  Counselling Was Given To Him. This Is A Rare Interesting Case Due To The Fact  That The 15 Cm Long Foreign Bodies Passing All The Way Through Without  Significant Injury And Finally Causing Obstruction In Ileocecal Junction And  Perforation In The Distal Ileum. Keywords: Foreign Bodies; Nepal; Shaman.",,False,,,,,,,,False,
312,2019,"Tromans, S.","Tromans, S; Chester, V; Wells, H; Alexander, R",Journal Of Forensic Psychiatry & Psychology,,Web of Science,10.1080/14789949.2018.1530287,,Deliberate Ingestion Of Foreign Bodies As A Form Of Self-Harm Among Inpatients Within Forensic Mental Health And Intellectual Disability Services,"Deliberate Foreign Body Ingestion Is A Significant Issue In Prison And Psychiatric Settings. It Is Associated With Serious Physical Complications, Including Bowel Obstruction, Perforation And Haemorrhage. Episodes Of Deliberate Foreign Body Ingestion Were Identified Retrospectively From 5417 Incident Records From Two Inpatient Forensic Services (One Mental Health And One Intellectual Disability) Over A One Year Timeframe, Using Related Search Terms. Rates Were Compared According To Gender, Diagnosis And Level Of Security. Incidents Of Deliberate Foreign Body Ingestion Were Found To Occur On Average Every 2.7Days Across The Study Population, With 133 Incidents Recorded Over A One Year Period, Accounted For By 27 Patients. Women And Patients In Lower Levels Of Security Were Significantly More Likely To Engage In Deliberate Foreign Body Ingestion. Staff Responses To This Behaviour Were Highly Variable. Deliberate Foreign Body Ingestion Occurs Frequently Within Inpatient Forensic Services, And Can Have Significantly Detrimental Physical Implications For Affected Patients. Further Research Should Investigate The Psychiatric And Intellectual Disability Profile Of Such Individuals In Further Detail, As Well As Exploring Patient Narratives; Both Of Which Will Help Inform Development Of Treatment Strategies.",,False,,False,,,,,,False,
313,2019,"User, I.","User, Idil Rana; Ozokutan, Bulent Hayri",Pediatric Surgery International,,PubMed,10.1007/s00383-019-04479-0,,Common Pediatric Surgical Diseases Of Refugee Children: Health Around Warzone,"Purpose: We Aim To Evaluate The Sociodemographic And Medical Features Of Child-Aged Refugee Patients And Identify Their Health-Related Problems. Methods:  Refugee Children Admitted To Pediatric Surgery Department Of A Teaching Hospital  During The Years 2012-2017 Were Included. Patients' Files Were Reviewed  Retrospectively For Sociodemographic And Medical Features. Results: A Total Of  254 Patients With The Mean Age Of 4.6 ± 4.15 Years (0-16 Years) Were Treated.  Male-To-Female Ratio Was 1.7. Most Common Diagnosis Were Inguino-Scrotal  Pathologies (N = 50, 19.7%) Followed By Foreign Body Ingestion (N = 37, 14.6%)  And Corrosive Esophagitis (N = 22, 8.7%). The Cause Of Admission Was A  Potentially Preventable Trauma In 24.4% Of Cases. Comorbid Medical Conditions  Were Present In 49 Patients (19.3%). Anemia Was Detected In 23.2% Of Cases.  Weight According To Age And Gender Were < 3 Percentile In 29.1% Of Patients.  Difficulties In Communication, Lack Of Former Medical History And Advanced  Presentation Of Disease Were The Challenges Faced By Caregivers. Conclusion: The  Primary Diagnoses For Admission Of Refugee Children Were Different From The  Routine Practice And A Significant Part Were From Preventable Causes.  Comorbidities Were Common Potentially Having A Negative Influence On Treatment  Processes. This Can Be A Result Of Unfavorable Living Conditions And Lack Of  Medical Care During Migration.",,False,,,,,,,,False,
314,2019,"Kumar, R.","Kumar, Ranesh; Soni, Nikhil; Bhardwaj, Suraj; Bhoil, Rohit; Gupta, Suresh C.",Internal And Emergency Medicine,,PubMed,10.1007/s11739-019-02183-4,,Intentional Foreign Body Ingestion,,,False,,,,,,,,False,
315,2019,"Shafiee-Kandjani, A.","Shafiee-Kandjani, Ar; Emamizad, S; Faryareshi, M",Iranian Journal Of Psychiatry And Behavioral Sciences,,Web of Science,10.5812/ijpbs.85352,,A Man With Nails And Needles Inside: A Case Report Of Factitious Disorder,"Introduction: In Factitious Disorder (Munchausen Syndrome), Patients Induce Or Aggravate Symptoms Of Physical Or Psychological Illness To Receive Attention And Medical Treatment. The Motivation Of These Patients Is Merely Getting A Sick Role And Medical Care, And Entering The Medical System; Most Of These Patients Have Simultaneous Mood Disorders (Especially Depression), Or Personality Disorders. Patients With Factitious Disorder Have No Secondary Gain. Case Presentation: Herein, We Present A Middle-Aged Azerbaijani Man From Sarab City, East Azerbaijan Who Referred To Hospital With Complaints Of Abdominal And Leg Pain. Based On Examinations, He Had Undergone Repeated Surgical Procedures (Laparotomy And Surgical Removal Of The External Object From The Leg) Due To The Presence Of A Foreign Body (Needle And Nail) In The Intestines And Leg'S Calf. The Interview Was Done Based On Dsm-5 By A Psychiatrist And After A Two-Month Follow-Up, The Diagnosis Was Affirmed By A Second Opinion Through A Ground Round Session At The Department Of Psychiatry, Tabriz University Of Medical Sciences, Tabriz, Iran. He Is Under Treatment With An Ssri Along With Cognitive Psychotherapy. Conclusions: Patients With Atypical And Unusual Manifestations Of An Illness Associated With Frequent Hospital Admissions And Receiving Multiple Therapies Can Lead Us To The Diagnosis Of A Factitious Disorder. Although Patients Often Deny Their Disease And Evade Treatment, He Was Ultimately Diagnosed With Factitious Disorder And Received Psychiatric Treatment. The Treatment Goal Is To Reduce Mortality And Morbidity And To Treat The Underlying Psychiatric Disorder.",,False,,,,,,,,False,
316,2019,"Koçak..., S.","S Sarı, H Bektaş, K Ulusan, B Koçak...",Turkish Journal Of ...,"S Sarı, H Bektaş, K Ulusan, B Koçak... - Turkish Journal of ..., 2019 - jag.journalagent.com",Google Scholar,10.5505/tjtes.2018.79484 ,https://jag.journalagent.com/z4/download_fulltext.asp?pdir=travma&plng=tur&un=utd-79484,A 4-Year Single-Center Experience In The Management Of Esophageal Perforation.,Background: Esophageal Perforation (Ep) Is A Lethal Surgical Emergency That Needs To Be Diagnosed And Treated Immediately. Diagnosis And Treatment Options For Ep Are Limited ...,"BACKGROUND: Esophageal perforation (EP) is a lethal surgical emergency that needs to be diagnosed and treated immediately.
Diagnosis and treatment options for EP are limited due to its lower incidence. There are scoring systems proposed for this purpose;
however, they cannot be applied to every patient. The recent trend in the treatment of EP is toward the non-operative approach over the
surgical treatment methods. The purpose of the present study was to evaluate our treatment methods and outcomes in patients with EP.
METHODS: Thirteen patients with EP treated in our clinic between 2013 and 2017 were retrospectively reviewed. The Pittsburgh
Perforation Severity Score (PSS), systemic condition status, and ClavienDindo Classification (CDC) score were assessed, and treatment
methods were reviewed. Their effects on morbidity and mortality were examined using Fishers exact test and biserial correlation test.
RESULTS: A total of 13 patients (six males and seven females; median age 64 years) were included in the study. Ten patients were
managed non-operative, and three were treated surgically. Of the 10 patients, two had additional surgery after non-operative manage-
ment. The PSS, systemic condition status, CDC score, duration of stay in the hospital, time to diagnosis, presence of hypotension, and
being in shock were strongly correlated with mortality (p<0.05). The PSS, CDC score, and stay in the intensive care unit were strongly
correlated with morbidity (p<0.05). The comparison between the non-operative and operative groups did not yield a statistically
significant difference in mortality and morbidity.
CONCLUSION: Even if the scoring systems help to understand the severity of the condition, they are inadequate to determine the
treatment option. Early diagnosis and treatment are the most important steps in management. Operative and non-operative treatment
options are not superior to each other, but their complementary use will be more beneficial for the patients.
Keywords: Esophageal perforation; Pittsburgh Perforation Severity Scoring system; systemic condition scoring system.",False,,,,,,,,False,
317,2019,"Demiroren, K.","Demiroren, Kaan","Pediatric Gastroenterology, Hepatology & Nutrition",,PubMed,10.5223/pghn.2019.22.5.441,,A Case Series Of Ingested Open Safety Pin Removal Using A Proposed Endoscopic Removal Technique Algorithm,"Purpose: Safety Pin Ingestion Is Common In Some Regions Of The World And May Lead To Severe Morbidity And Mortality. The Aim Of This Study Was To Present Some  Practical Suggestions For Ingested Safety Pins Using An Accompanying Algorithm,  Presented For The First Time In The Literature To The Best Of Our Knowledge.  Methods: Twenty Children With Ingested Safety Pins During A 4-Year Period Were  Retrospectively Included In The Study. Results: Median Age Of Patients Was 9.5  Months (Interquartile Range, 6.3-14 Months), And 70% Were Girls. On Endoscopic  Examination, Safety Pins Were Observed In The Stomach (25%), Duodenal Bulb (20%),  Upper Esophagus (15%), Middle Esophagus (10%), And Second Part Of The Duodenum  (10%) But Were Not Observed In 20% Of The Cases. Safety Pins Were Removed Using  Endoscopy In 15 Cases (75%). In Four Cases (20%), No Safety Pin Was Observed On  Endoscopic Examination. In One Case (5%) Involving A 6-Month-Old Infant, The  Safety Pin Could Not Be Removed Although It Was Observed Using Endoscopy. No  Surgical Intervention Was Needed For Any Patient. No Complications Such As  Perforation Or Deaths Developed, Except For Erosions, Due To The Foreign Body  Removal Procedure. Conclusion: Safety Pins Are Easily Removed Endoscopically. The  Best Option Is To Remove The Safety Pin Using Endoscopy While It Is Still In The  Esophagus And Stomach. For This Reason, Endoscopic Procedures Should Be Performed  As Soon As Possible In Children Who Have Ingested Safety Pins.",,False,,True,3.0,False,,Unclear,Likely to include intentional ingestion,False,
319,2019,"Jehangir, M.","Jehangir, Maham; Mallory, Christopher; Medverd, Jonathan R.",Emergency Radiology,,PubMed,10.1007/s10140-018-01664-x,,Digital Tomosynthesis For Detection Of Ingested Foreign Objects In The Emergency Department: A Case Of Razor Blade Ingestion,"A 46-Year-Old Schizophrenic Male Presented To The Emergency Department (Ed) After Deliberate Ingestion Of An Undetermined Number Of Open Razor Blades. Abdominal  Radiograph Revealed One Razor Blade But Raised Suspicion Of A Second Blade Which  Was Subsequently Confirmed By Digital Tomosynthesis (Dts), Seen As Two Razor  Blades Superimposed Upon Each Other Placed At Slightly Different Angles. A  Careful Search Was Made During Endoscopy And The Two Razor Blades Were Retrieved  From The Stomach And Duodenum, Respectively. This Case Illustrates The Use Of  Digital Tomosynthesis As A Smart, Timely, Cost-Effective, And Low-Dose  Alternative To Conventional Computed Tomography (Ct) That Can Be Conveniently  Employed In The Ed For Foreign Body Localization.",,False,,,,,,,,False,
320,2019,"Abbas, K.",K Abbas,Ec Paediatrics,"K Abbas - EC Paediatrics, 2019 - researchgate.net",Google Scholar,,https://www.researchgate.net/profile/ali-chaudhry-10/publication/364959034_ec_paediatrics_research_article_is_button_battery_more_dangerous_than_a_bullet/links/6361183d6e0d367d91e7b5df/ec-paediatrics-research-article-is-button-battery-more-dangerous-than-a-bullet.pdf,Is Button Battery More Dangerous Than A Bullet?,Objective: Button Battery In Digestive Tract Has Unpredictable Outcome Ranging From Harmless To Death Around The Globe. Despite Public Awareness Campaigns Its Incidence Is Increasing ...,"Objective: Button battery in digestive tract has unpredictable outcome ranging from harmless to death around the globe. Despite
public awareness campaigns its incidence is increasing with the passage of time. The purpose of this study is to highlight the severe
complications associated with it and to sensitize the community to participate in its prevention to avoid catastrophic outcomes.
Patients and Methods: This study included 47 patients. Protocol includes patient`s age, time of presentation, signs and symptoms
and relevant radiographic investigations. Button batteries were urgently removed under general anesthesia.
Results: The average follow up period is 3 months. Total 47 patients are included in this study. Three patients has BB in stomach and
below, twenty six had BB in cricopharynx and eighteen in hypopharynx. Two patients developed esophageal perforation. One patient
developed aortoesophageal fistula and died.
Conclusion: The mainstay of treatment is the early detection of button batteries. It should be urgently extracted out to avoid lethal
complications. Physician and parental education can significantly reduce the morbidity and mortality associated with its ingestion.
Electronic and print media should be utilized to develop awareness in the community.",False,,,,,,,,False,
